-4.91541 2.99247
-4.87995 2.98419
-4.84448 2.95863
-4.82353 2.95109
-4.76389 2.89315
-4.72842 2.86638
-4.69457 2.84264
-4.62848 2.77753
-4.59302 2.75124
-4.56078 2.72706
-4.49630 2.66214
-4.46083 2.63610
-4.42537 2.61151
-4.35767 2.54676
-4.32221 2.51536
-4.28997 2.49053
-4.22871 2.41653
-4.19325 2.38074
-4.16101 2.35456
-4.09975 2.28143
-4.06429 2.24662
-4.03205 2.22246
-3.97080 2.15606
-3.93533 2.12344
-3.90309 2.09364
-3.84506 2.03094
-3.80960 2.00514
-3.77414 1.97958
-3.71065 1.90762
-3.67992 1.87273
-3.65324 1.84062
-3.58430 1.77118
-3.55471 1.74044
-3.51971 1.71713
-3.46161 1.65626
-3.43052 1.63590
-3.39887 1.61038
-3.33283 1.52940
-3.30298 1.50093
-3.28778 1.47186
-3.21639 1.42043
-3.18019 1.39577
-3.15583 1.35844
-3.12244 1.34295
-3.08448 1.29517
-3.04746 1.26504
-3.02102 1.23470
-2.96681 1.18427
-2.93519 1.14604
-2.91037 1.11626
-2.87558 1.09393
-2.83919 1.06211
-2.80373 1.04288
-2.77525 1.01758
-2.70853 0.95271
-2.67477 0.92774
-2.64769 0.89624
-2.59348 0.80933
-2.55898 0.77615
-2.54232 0.73553
-2.49398 0.63799
-2.47191 0.58464
-2.43620 0.56479
-2.39482 0.45862
-2.38139 0.40681
-2.34593 0.39026
-2.30122 0.28430
-2.27847 0.21883
-2.26049 0.19442
-2.18795 0.16460
-2.15142 0.14645
-2.12496 0.10946
-2.06544 0.03632
-2.02998 0.01173
-1.99452 -0.00531
-1.92359 -0.04815
-1.88813 -0.06105
-1.85266 -0.07688
-1.80269 -0.16225
-1.78744 -0.22361
-1.75536 -0.24114
-1.68824 -0.30813
-1.61732 -0.36217
-1.58486 -0.37869
-1.56896 -0.43447
-1.55376 -0.50350
-1.54199 -0.57200
-1.53027 -0.63343
-1.52060 -0.68906
-1.51613 -0.76264
-1.51737 -0.83396
-1.51737 -0.89286
-1.51791 -0.95676
-1.52221 -0.98510
