-4.91863 3.11248
-4.88317 3.09958
-4.84771 3.07450
-4.81224 3.04894
-4.77678 3.02071
-4.74132 2.99223
-4.70585 2.96180
-4.67039 2.93161
-4.63493 2.90216
-4.59946 2.87246
-4.56400 2.84447
-4.52854 2.81404
-4.49307 2.78507
-4.45761 2.75708
-4.42215 2.72981
-4.38668 2.70279
-4.35122 2.67261
-4.31576 2.64023
-4.28029 2.60737
-4.24483 2.57305
-4.20937 2.53702
-4.17390 2.50319
-4.13844 2.46935
-4.10298 2.43454
-4.06751 2.39754
-4.03205 2.36541
-3.99659 2.33474
-3.96112 2.30577
-3.92566 2.27120
-3.89020 2.23371
-3.85473 2.20377
-3.81927 2.17651
-3.78381 2.14681
-3.74834 2.11833
-3.71288 2.08936
-3.67742 2.05918
-3.64195 2.02972
-3.60649 2.00051
-3.57076 1.96035
-3.53556 1.92895
-3.50010 1.90485
-3.46464 1.87515
-3.42917 1.83985
-3.39371 1.81064
-3.35825 1.77364
-3.32278 1.74248
-3.29641 1.70207
-3.26153 1.67870
-3.22606 1.65412
-3.18953 1.62341
-3.16051 1.58440
-3.12344 1.54910
-3.08744 1.52413
-3.05197 1.50003
-3.01887 1.46212
-2.97881 1.44108
-2.94834 1.40626
-2.91119 1.36947
-2.88486 1.33020
-2.84886 1.31819
-2.81340 1.30115
-2.77794 1.28022
-2.74247 1.25344
-2.70609 1.21940
-2.67155 1.19672
-2.63608 1.16995
-2.60035 1.12536
-2.56516 1.09378
-2.52969 1.06016
-2.49504 1.02182
-2.46913 0.97305
-2.43297 0.95378
-2.39778 0.91784
-2.38112 0.86362
-2.34539 0.83684
-2.31067 0.78602
-2.28244 0.75066
-2.26275 0.72005
-2.23309 0.70062
-2.19763 0.67725
-2.16082 0.65186
-2.12954 0.61379
-2.09193 0.57102
-2.07189 0.53023
-2.03643 0.51221
-2.01023 0.46085
-1.98263 0.41449
-1.94616 0.38953
-1.91277 0.34361
-1.89780 0.29483
-1.86234 0.26830
-1.82811 0.22274
-1.80388 0.16755
-1.78050 0.10060
-1.76093 0.03145
-1.74789 -0.03519
-1.73637 -0.10261
-1.71024 -0.16289
-1.68180 -0.21616
-1.64794 -0.26212
-1.61655 -0.33939
-1.58486 -0.37869
-1.56896 -0.43447
-1.55376 -0.50350
-1.54199 -0.57200
-1.53027 -0.63343
-1.51899 -0.69135
-1.51711 -0.76240
-1.51737 -0.83098
-1.51737 -0.88989
-1.51791 -0.95497
-1.51630 -0.98510
