-4.92186 2.36735
-4.88640 2.35956
-4.85093 2.33741
-4.81547 2.31502
-4.78001 2.28824
-4.74454 2.26512
-4.70908 2.23225
-4.67362 2.20109
-4.63815 2.17432
-4.60269 2.14730
-4.56642 2.11855
-4.53176 2.09326
-4.49630 2.06965
-4.46083 2.04457
-4.42537 2.02169
-4.38991 2.00027
-4.35444 1.97593
-4.31898 1.94842
-4.28352 1.92335
-4.24805 1.89925
-4.21466 1.86472
-4.17713 1.84156
-4.14892 1.80504
-4.11308 1.76755
-4.07857 1.73447
-4.04172 1.71571
-4.00626 1.69574
-3.97080 1.67238
-3.93657 1.64006
-3.90079 1.60575
-3.87157 1.58250
-3.83969 1.55736
-3.80315 1.53314
-3.76769 1.51269
-3.73222 1.49200
-3.69676 1.47374
-3.66130 1.45451
-3.62707 1.42605
-3.59186 1.39618
-3.55491 1.36809
-3.51729 1.33484
-3.48720 1.31138
-3.45174 1.29190
-3.41628 1.25636
-3.38035 1.21318
-3.35251 1.17906
-3.31956 1.13854
-3.28410 1.11469
-3.25114 1.08844
-3.21317 1.04288
-3.17771 1.01221
-3.14664 0.97925
-3.12290 0.92190
-3.08882 0.87436
-3.05197 0.86153
-3.02070 0.85301
-2.97460 0.77389
-2.93698 0.73808
-2.91158 0.69908
-2.78116 0.63351
-2.72635 0.63490
-2.69089 0.62248
-2.65543 0.59394
-2.61972 0.56960
-2.58450 0.54313
-2.54904 0.52730
-2.51357 0.51586
-2.48241 0.47816
-2.46167 0.44077
-2.32014 0.33863
-2.26211 0.25248
-2.22664 0.23617
-2.19118 0.22424
-2.15572 0.21304
-2.12100 0.18155
-2.08869 0.11642
-2.07318 0.07419
-2.04288 0.06139
-2.00741 0.03315
-1.97679 -0.00928
-1.96665 -0.05671
-1.93856 -0.09209
-1.90102 -0.11996
-1.86556 -0.14844
-1.83010 -0.17741
-1.79544 -0.22062
-1.76796 -0.29864
-1.75829 -0.36120
-1.74977 -0.42859
-1.74745 -0.50117
-1.74305 -0.56440
-1.74434 -0.62415
-1.73950 -0.68680
-1.73983 -0.74887
-1.73983 -0.80777
-1.73983 -0.86668
-1.74010 -0.93310
-1.73821 -0.96702
