-1.61012 3.11837
-1.23803 1.99293
-1.04651 1.42403
-0.98085 1.69611
-0.90971 1.62191
-0.86594 1.47350
-0.79480 1.36219
-0.74008 1.37456
-0.67442 1.36219
-0.60328 1.22615
-0.54309 1.02827
-0.47196 0.99117
-0.41724 0.95406
-0.35157 0.74382
-0.28591 0.55830
-0.22572 0.44700
-0.16553 0.27385
-0.09986 0.18728
-0.05609 -0.02297
-0.00137 -0.22085
0.06430 -0.40636
0.14637 -0.64134
0.20657 -0.70318
0.27770 -1.16078
